fight_id,f_1,f_2,winner,weight_class,result,finish_round,finish_time,knockdownsA,total_strikes_attA,total_strikes_succA,sig_strikes_attA,sig_strikes_succA,takedown_attA,takedown_succA,submission_attA,reversalsA,ctrl_timeA,wins decA,wins subA,wins koA,knockdownsB,total_strikes_attB,total_strikes_succB,sig_strikes_attB,sig_strikes_succB,takedown_attB,takedown_succB,submission_attB,reversalsB,ctrl_timeB,wins decB,wins subB,wins koB
7193,2307.0,323.0,1,6,1,2,867,0.0,0.14436960276338515,0.06015831894070236,0.1299251583189407,0.04626943005181347,0.002777777777777778,0.0005555555555555556,0.0,0.0,0.19333333333333333,0,0,0,0.006108111849390919,0.13273463455149503,0.08163759689922481,0.13273463455149503,0.08163759689922481,0.0,0.0,0.0,0.0,0.04216846622369878,0,0,2
7191,1573.0,1896.0,0,3,0,2,900,0.0,0.17195530726256986,0.09919925512104283,0.15693978895096214,0.08724705152079454,0.013395406579764122,0.005856610800744879,0.0,0.0,0.3661483550589696,1,0,0,0.0,0.25166666666666665,0.12111111111111111,0.23777777777777775,0.10944444444444444,0.0,0.0,0.0,0.0,0.007222222222222222,1,0,0
7184,1643.0,899.0,1,3,2,1,568,0.0,0.08350799779371208,0.06483728626585769,0.044484280198565915,0.030557087699944842,0.012548262548262547,0.006784335355763928,0.003723110865968009,0.0,0.7539713182570326,0,2,0,0.046875,1.8194444444444444,1.3263888888888888,1.1041666666666667,0.6788194444444444,0.027777777777777776,0.019097222222222224,0.003472222222222222,0.0,3.3854166666666665,0,1,1
7179,1986.0,1764.0,0,4,0,2,900,0.0,0.31666666666666665,0.18444444444444444,0.24777777777777776,0.12055555555555555,0.003333333333333333,0.0011111111111111111,0.0,0.0,0.18555555555555556,1,0,0,0.0,0.13444444444444445,0.07388888888888889,0.12777777777777777,0.06888888888888889,0.0016666666666666668,0.0,0.0,0.0,0.006666666666666667,0,0,0
7174,632.0,579.0,0,6,0,2,900,0.0,0.10436507936507936,0.050555555555555555,0.09873015873015872,0.044920634920634916,0.0029894179894179897,0.0005555555555555556,0.0,0.0,0.11301587301587301,0,0,0,0.00625,0.14850352112676057,0.06760563380281691,0.14498239436619717,0.06408450704225352,0.00625,0.0,0.0035211267605633804,0.0,0.03283450704225352,0,1,1
7173,3477.0,3591.0,0,2,0,2,900,0.0101010101010101,0.17748917748917747,0.11255411255411255,0.17748917748917747,0.11255411255411255,0.0021645021645021645,0.0,0.0,0.0,0.05916305916305916,0,0,2,0.002717391304347826,0.15263285024154588,0.091256038647343,0.13652173913043478,0.07681159420289854,0.0011111111111111111,0.0005555555555555556,0.0,0.0005555555555555556,0.16136473429951692,1,0,1
7169,3390.0,3639.0,0,7,2,0,181,0.0,0.24333333333333335,0.13166666666666668,0.23777777777777775,0.12722222222222224,0.0005555555555555556,0.0,0.0,0.0,0.026111111111111113,1,0,0,0.0,0.19555555555555557,0.0961111111111111,0.17722222222222223,0.08,0.0005555555555555556,0.0,0.0,0.0,0.01611111111111111,0,0,0
7167,1403.0,1463.0,0,5,2,0,256,0.0,0.19819466248037676,0.1081542084289337,0.17013343799058084,0.08264400434730104,0.0014792899408284023,0.0,0.0,0.002551020408163265,0.20290423861852436,0,0,1,0.0,0.2531800766283525,0.15950191570881225,0.2417816091954023,0.14865900383141764,0.0,0.0,0.0,0.0,0.28735632183908044,0,0,0
7160,2865.0,1915.0,0,4,0,2,900,0.0034609910725837754,0.27689006771035496,0.1457605554836762,0.27689006771035496,0.1457605554836762,0.0,0.0,0.0,0.0,0.03142924914822961,0,0,2,0.0,0.10990196078431372,0.06839869281045752,0.0576797385620915,0.02395424836601307,0.0016666666666666668,0.0,0.0,0.0,0.15055555555555555,1,0,0
7159,3756.0,3829.0,1,1,0,2,900,0.0,0.2701250047065025,0.15689126096615083,0.21031006438495425,0.11016039760533153,0.010947324823976808,0.005473662411988404,0.0022026431718061676,0.0010683760683760685,0.5330302345720848,0,1,1,0.0,0.1376004947433519,0.09595959595959595,0.12404658833230262,0.08240568954854668,0.011801690373118946,0.00927643784786642,0.007627293341579055,0.0,0.6592455163883735,0,2,0
7158,1571.0,263.0,1,1,0,2,900,0.0011111111111111111,0.20166666666666666,0.08499999999999999,0.19111111111111112,0.07444444444444445,0.0011111111111111111,0.0,0.0,0.0,0.10222222222222221,1,0,0,0.0007246376811594203,0.23106280193236717,0.14193236714975843,0.2088405797101449,0.12210144927536232,0.0011111111111111111,0.0011111111111111111,0.002391304347826087,0.0005555555555555556,0.1757246376811594,1,0,1
7157,164.0,438.0,1,5,0,2,900,0.0,0.11326797385620915,0.06663398692810457,0.08993464052287581,0.04552287581699346,0.008888888888888889,0.002777777777777778,0.0,0.0,0.2761111111111111,1,0,0,0.0,0.2439405684754522,0.089328165374677,0.2321705426356589,0.08043927648578811,0.0005555555555555556,0.0,0.0,0.0,0.06722222222222222,0,0,0
7156,392.0,988.0,1,5,2,0,103,0.0017123287671232876,0.19729521945764605,0.09081283198210792,0.18274042493709813,0.0788265306122449,0.0008561643835616438,0.0,0.0,0.0,0.05051369863013699,0,0,1,0.0028735632183908046,0.3741311162600518,0.21391576938803328,0.3396483576393622,0.1794330107673436,0.008620689655172414,0.0028735632183908046,0.0,0.0,0.2324065240107219,0,0,1
7155,2526.0,2487.0,0,3,1,1,318,0.003816793893129771,0.32255725190839696,0.15923664122137404,0.2585453774385072,0.10181933842239185,0.0033333333333333335,0.0011111111111111111,0.0,0.0,0.15684054283290924,0,0,0,0.0,0.19555555555555554,0.10666666666666667,0.14833333333333332,0.06833333333333333,0.0044444444444444444,0.002777777777777778,0.0,0.0011111111111111111,0.29777777777777775,1,0,0
7154,2840.0,2273.0,1,1,0,2,900,0.0008445945945945946,0.18675300300300302,0.06818693693693693,0.17577327327327327,0.058051801801801806,0.004466966966966968,0.0008445945945945946,0.0,0.0,0.1457132132132132,0,0,0,0.0,0.08499999999999999,0.04611111111111112,0.06444444444444444,0.029444444444444447,0.006666666666666667,0.0016666666666666668,0.0,0.0,0.23222222222222222,0,0,0
7153,1230.0,1741.0,0,5,0,2,900,0.0,0.13190058479532163,0.038801169590643274,0.11912280701754385,0.029912280701754387,0.006111111111111111,0.0044444444444444444,0.007690058479532164,0.0,0.41742690058479537,1,1,0,0.0016835016835016834,0.2828023828023828,0.12833462833462833,0.24576534576534576,0.10308210308210308,0.010101010101010102,0.0016835016835016834,0.0016835016835016834,0.0,0.2222222222222222,0,1,0
7149,3280.0,484.0,1,2,0,2,900,0.0,0.23833333333333334,0.155,0.20055555555555554,0.11944444444444445,0.0,0.0,0.0,0.0005555555555555556,0.1322222222222222,1,0,0,0.003787878787878788,0.19857844857844859,0.1260968760968761,0.1898911898911899,0.1174096174096174,0.0009652509652509653,0.0009652509652509653,0.0,0.0,0.053395928395928396,0,0,1
7148,935.0,3293.0,0,6,2,0,160,0.02,0.8238888888888889,0.3088888888888889,0.8216666666666665,0.30722222222222223,0.01,0.0,0.0,0.0,0.15,1,0,1,0.006024096385542169,0.3018596123624934,0.1361969617600838,0.3018596123624934,0.1361969617600838,0.0,0.0,0.0,0.0,0.14457831325301204,0,0,1
7146,3198.0,1507.0,0,5,0,2,900,0.0,0.15444444444444444,0.07333333333333333,0.13944444444444443,0.06111111111111111,0.0016666666666666668,0.0016666666666666668,0.0,0.0,0.04222222222222222,0,0,0,0.0,0.4243939393939394,0.20939393939393938,0.3978787878787879,0.18287878787878786,0.0,0.0,0.0,0.0,0.05303030303030303,0,0,0
7145,2929.0,1207.0,0,5,0,2,900,0.0,0.39914965986394557,0.20442176870748296,0.3602324263038549,0.16828231292517007,0.007879818594104308,0.002777777777777778,0.002777777777777778,0.001388888888888889,0.5698129251700681,0,1,0,0.0,0.103349866162809,0.05681191938277437,0.10078137301212409,0.05424342623208943,0.004280821917808219,0.0,0.0,0.0,0.029965753424657533,0,0,0
7143,1760.0,3684.0,0,3,2,0,85,0.0,0.22723063514544067,0.11485455932018739,0.14165486436430985,0.04793550495696699,0.022306351454406795,0.007462686567164179,0.0,0.0,1.2033990630787668,0,0,0,0.0,0.21652777777777776,0.10138888888888889,0.21041666666666667,0.09527777777777777,0.0022222222222222222,0.0016666666666666668,0.0,0.0,0.06444444444444444,0,0,0
7141,3634.0,1322.0,0,7,1,0,251,0.0,0.23166666666666666,0.11722222222222223,0.20277777777777778,0.09111111111111111,0.0,0.0,0.0,0.0,0.06166666666666667,2,0,0,0.0,0.28806763285024156,0.16692028985507246,0.15516908212560387,0.0776207729468599,0.006545893719806763,0.004631642512077295,0.0,0.0,0.29679347826086955,0,0,1
7135,1432.0,2413.0,1,6,2,0,82,0.004032258064516129,0.33489537925021795,0.23022013949433304,0.3061791630340017,0.20150392327811684,0.005721447253705318,0.0,0.0016891891891891893,0.0,0.6733870967741935,0,1,1,0.0,0.23555555555555557,0.12111111111111111,0.21444444444444444,0.10222222222222221,0.005,0.0005555555555555556,0.0,0.0,0.10611111111111111,0,0,0
7133,3569.0,3716.0,1,6,0,2,900,0.0,0.1322222222222222,0.09833333333333334,0.09888888888888889,0.0661111111111111,0.003333333333333333,0.0005555555555555556,0.0,0.0,0.1811111111111111,0,0,0,0.0,0.18622222222222223,0.11055555555555556,0.12788888888888889,0.05444444444444445,0.0,0.0,0.0,0.0005555555555555556,0.03222222222222222,0,0,0
7132,3884.0,2205.0,1,3,0,2,900,0.0005649717514124294,0.3235593220338983,0.13505649717514123,0.3021468926553672,0.1215442561205273,0.0022222222222222222,0.0,0.0,0.0,0.09647834274952918,0,0,1,0.0005555555555555556,0.12722222222222224,0.08333333333333334,0.10111111111111111,0.06111111111111111,0.0016666666666666666,0.0,0.0,0.0,0.4444444444444444,2,0,0
7131,3862.0,1213.0,1,1,0,2,900,0.0005555555555555556,0.13964285714285715,0.09111111111111111,0.10896825396825396,0.06376984126984127,0.004563492063492064,0.0011111111111111111,0.0,0.0,0.23722222222222222,1,0,0,0.0005555555555555556,0.35771604938271606,0.19166666666666668,0.3264197530864198,0.16456790123456788,0.01734567901234568,0.006851851851851852,0.0030864197530864196,0.0005555555555555556,0.3372222222222222,0,1,0
7130,2632.0,161.0,0,4,1,2,330,0.0,0.17777777777777778,0.10777777777777778,0.11511111111111111,0.05500000000000001,0.006666666666666667,0.002777777777777778,0.0,0.0,0.4091111111111111,1,0,0,0.005319148936170213,0.17288416075650118,0.08501182033096927,0.12732860520094563,0.05723404255319149,0.005555555555555556,0.0033333333333333335,0.0,0.0,0.3839716312056738,1,0,1
7129,1139.0,2420.0,0,2,0,2,900,0.0,0.31657230478886533,0.18128686010851616,0.2735727765982543,0.14106510969568295,0.01007313045529606,0.001851851851851852,0.0,0.0,0.19827789573012503,0,0,1,0.0,0.2964426877470356,0.15349143610013175,0.24374176548089593,0.1152832674571805,0.008234519104084322,0.007246376811594203,0.0,0.0,0.2328722002635046,0,0,1
7128,3140.0,2680.0,0,0,0,2,900,0.0,0.12388888888888888,0.07277777777777777,0.07555555555555556,0.04055555555555555,0.014444444444444444,0.008333333333333333,0.0,0.0,0.7361111111111112,2,0,0,0.00819672131147541,0.4923187957521394,0.2747963707598721,0.43785441798123514,0.22347664707701825,0.0,0.0,0.0015723270440251573,0.0,0.03278688524590164,0,1,1
7124,3762.0,1256.0,1,6,0,2,900,0.0025252525252525255,0.17750486228747098,0.13322667670493757,0.13401091661961229,0.09128552606813477,0.0015527950310559005,0.0015527950310559005,0.0015527950310559005,0.0,0.4574941966246314,0,1,1,0.003205128205128205,0.26098290598290597,0.1717948717948718,0.22764957264957264,0.14012820512820512,0.0,0.0,0.0,0.0,0.05239316239316239,1,0,1
7123,2034.0,971.0,0,7,2,0,33,0.0,0.17204545454545453,0.11386363636363636,0.16204545454545455,0.10386363636363637,0.01,0.005,0.0,0.0,0.27,0,0,0,0.004545454545454545,0.20277777777777778,0.15585858585858586,0.09222222222222223,0.06005050505050505,0.0038888888888888888,0.0016666666666666668,0.004545454545454545,0.0,0.5763131313131313,1,1,0
7122,3017.0,2728.0,1,3,1,2,882,0.0,0.885718954248366,0.4176143790849673,0.7541830065359477,0.3024509803921569,0.0,0.0,0.0005555555555555556,0.0,0.002777777777777778,0,0,0,0.0,0.4169191919191919,0.2180808080808081,0.4123737373737374,0.21505050505050505,0.0020707070707070706,0.0,0.0,0.0,0.016666666666666666,1,0,0
7121,3478.0,2534.0,1,4,1,0,159,0.0,0.09846883468834688,0.054078590785907855,0.060934959349593504,0.025867208672086722,0.002994579945799458,0.002994579945799458,0.004878048780487805,0.0,0.17822493224932248,0,0,0,0.0008503401360544217,0.47802643784786636,0.2075409709338281,0.42319882498453926,0.1583951762523191,0.002840909090909091,0.0,0.002840909090909091,0.0,0.028119202226345084,0,1,1
7118,2181.0,1054.0,0,5,2,1,66,0.0024154589371980675,0.4723982229990532,0.2624353652319569,0.45549001043866677,0.2455271526715704,0.001256281407035176,0.001256281407035176,0.0,0.0,0.014978273007549827,0,0,2,0.0012437810945273632,0.5953269367448472,0.4496268656716418,0.3551439232409382,0.21566275764036957,0.0012437810945273632,0.0012437810945273632,0.0,0.0,0.37544420753375973,0,0,1
7116,1747.0,760.0,0,4,2,2,468,0.002702702702702703,0.1390377929797017,0.0759616462935965,0.1390377929797017,0.0759616462935965,0.0,0.0,0.0,0.0,0.002702702702702703,0,0,1,0.002777777777777778,0.10444444444444445,0.051666666666666666,0.08499999999999999,0.036111111111111115,0.0033333333333333335,0.0016666666666666668,0.0,0.0,0.19166666666666665,1,0,0
7112,102.0,2991.0,0,2,0,2,900,0.0,0.2222222222222222,0.12777777777777777,0.20055555555555554,0.10777777777777778,0.005,0.0033333333333333335,0.0,0.0,0.19722222222222222,2,0,0,0.0,0.2668157181571816,0.1103929539295393,0.2618157181571816,0.10594850948509485,0.0016666666666666668,0.0005555555555555556,0.0011111111111111111,0.0,0.14333333333333334,1,0,0
7111,3362.0,1570.0,0,5,2,1,560,0.0,0.1049673202614379,0.033807189542483664,0.09941176470588237,0.029362745098039218,0.008333333333333333,0.0,0.0,0.0,0.0038888888888888888,0,0,0,0.0,0.17447589098532496,0.08330188679245283,0.09210691823899371,0.03648846960167715,0.007442348008385745,0.0022222222222222222,0.0,0.0,0.34943396226415097,1,0,0
7110,2583.0,11.0,1,3,0,2,900,0.0037313432835820895,0.41519071310116085,0.23323383084577115,0.2706301824212272,0.10208955223880598,0.0005555555555555556,0.0,0.0,0.0,0.22445273631840795,1,0,0,0.0,0.09381679389312977,0.06548346055979644,0.06381679389312978,0.0371501272264631,0.0038888888888888888,0.0016666666666666668,0.0,0.0005555555555555556,0.24193384223918574,1,0,0
